Index,ContributorID,Contributor_PersonID,PersonID,Year,Age,Height,Weight,EducationLevel,NumberOfLanguages,LikeVollyball,LikeTableTennis,FavouriteMovie,Province,HappinessLevel
444,S84,P5,S84P5,2024,19,176,63,Undergraduate Degree (UG),3,TRUE,FALSE,Need For Speed,Yunnan,8
445,S84,P6,S84P6,2024,19,175,60,Undergraduate Degree (UG),5,TRUE,None,Titanic,Yunnan,7
446,S84,P7,S84P7,2024,19,168,55,Undergraduate Degree (UG),6,TRUE,TRUE,Demon Slayer,Guangdong,10
447,S84,P8,S84P8,2024,19,177,67,Undergraduate Degree (UG),3,None,TRUE,New World,Heilongjiang,10
448,S84,P9,S84P9,2024,19,173,100,Undergraduate Degree (UG),2,TRUE,TRUE,Your Name,Hebei,10
449,S84,P10,S84P10,2024,19,181,70,Undergraduate Degree (UG),2,None,None,When a man is in love,Sichuang,6
450,S85,P1,S85P1,2024,18,178.53,85.2,Undergraduate Degree (UG),3,TRUE,TRUE,Red Alarming,Hubei,9
451,S85,P2,S85P2,2024,57,164.4,52.4,Some School,1,FALSE,TRUE,Call of Duty,Hubei,7
452,S85,P3,S85P3,2024,68,165.24,49.5,Some School,1,FALSE,FALSE,Elden Ring,Hubei,8
453,S85,P4,S85P4,2024,23,182.34,74.4,Postgraduate/ Master‚Äôs Degree (PG),2,FALSE,TRUE,Conter Strike: Global Operation,Hubei,9
454,S85,P5,S85P5,2024,39,167.48,49.7,High School,1,FALSE,FALSE,Squard,Hubei,9
455,S86,P1,S86P1,2024,45,175,86,High School,1,TRUE,FALSE,500 days of the summer,Jiangsu,6
456,S86,P2,S86P2,2024,23,180,75,Undergraduate Degree (UG),2,FALSE,TRUE,English patient ,Sichuang,7
457,S86,P3,S86P3,2024,19,171,56,Undergraduate Degree (UG),3,FALSE,FALSE,Green Book,Hubei,6
458,S86,P4,S86P4,2024,18,180,130,Undergraduate Degree (UG),1,FALSE,TRUE,Joker,Shanxi ( 山西 ),5
459,S86,P5,S86P5,2024,26,166,51,Postgraduate/ Master‚Äôs Degree (PG),3,FALSE,TRUE,LALALAND,Shanghai,6
460,S86,P6,S86P6,2024,54,168,65,High School,1,TRUE,TRUE,Inception,Jiangxi,5
461,S86,P7,S86P7,2024,23,178,75,Postgraduate/ Master‚Äôs Degree (PG),3,TRUE,FALSE,Mitty,Shandong,8
462,S86,P8,S86P8,2024,15,179,65,Undergraduate Degree (UG),2,FALSE,FALSE,The dark knight ,Heilongjiang,5
463,S87,P1,S87P1,2024,18,185,79,Postgraduate/ Master‚Äôs Degree (PG),3,TRUE,FALSE,Forrest Gump,Shanghai,7
464,S87,P2,S87P2,2024,19,190,95,Postgraduate/ Master‚Äôs Degree (PG),1,FALSE,FALSE,The Dark Knight,Henan,9
465,S87,P3,S87P3,2024,18,45,162,Some School,2,TRUE,TRUE,Inception,Guangdong,9
466,S87,P4,S87P4,2024,20,175,60,Some School,2,FALSE,TRUE,The Godfather,Hainan,9
467,S87,P5,S87P5,2024,19,187,90,Postgraduate/ Master‚Äôs Degree (PG),2,TRUE,FALSE,The Shawshank Redemption,Fujian,8
468,S87,P6,S87P6,2024,20,184,74,Postgraduate/ Master‚Äôs Degree (PG),1,TRUE,FALSE,Schindler's List,Shanxi ( 山西 ),7
469,S88,P1,S88P1,2024,28,163,52,Postgraduate/ Master‚Äôs Degree (PG),2,FALSE,FALSE,Kong,Anhui,9
470,S88,P2,S88P2,2024,29,173,77,Doctorate degree (PhD),2,FALSE,FALSE,The Avengers (US TV series),Anhui,9
471,S88,P3,S88P3,2024,25,170,65,Undergraduate Degree (UG),3,TRUE,FALSE,The Shawshank,Anhui,8
472,S88,P4,S88P4,2024,30,180,75,Undergraduate Degree (UG),2,FALSE,TRUE,Inception,Anhui,7
473,S88,P5,S88P5,2024,20,160,55,Postgraduate/ Master‚Äôs Degree (PG),1,TRUE,TRUE,The Dark Knight,Anhui,9
474,S89,P1,S89P1,2024,20,170,55,Undergraduate Degree (UG),2,FALSE,FALSE,Harry Potter and the Philosopher's Stone,Shandong,6
475,S89,P2,S89P2,2024,19,182,66,Undergraduate Degree (UG),2,FALSE,TRUE,Can't stop the annual meeting,Shanghai,5
476,S89,P3,S89P3,2024,19,162,51,Undergraduate Degree (UG),3,FALSE,FALSE,Your name,Beijing,7
477,S89,P4,S89P4,2024,20,181,66,Undergraduate Degree (UG),2,TRUE,FALSE,"SPY family ,code:white",Shandong,8
478,S89,P5,S89P5,2024,19,177,60,Undergraduate Degree (UG),2,FALSE,TRUE,Interstellar,Shandong,6
479,S90,P1,S90P1,2024,45,167,60,Undergraduate Degree (UG),3000,None,TRUE,The pursuit of happiness,Guangdong,9
480,S90,P2,S90P2,2024,45,173,80,Undergraduate Degree (UG),2500,None,TRUE,ÂÖ´‰Ω∞,Guangdong,9
481,S90,P3,S90P3,2024,22,169,55,Postgraduate/ Master‚Äôs Degree (PG),4500,TRUE,TRUE,flipped,Guangdong,9
482,S90,P4,S90P4,2024,19,183,70,Undergraduate Degree (UG),4000,TRUE,TRUE,The wandering earth,Guangdong,9
483,S90,P5,S90P5,2024,19,183,65,Undergraduate Degree (UG),3700,TRUE,TRUE,Interstellar,Liaoning,9
484,S91,P1,S91P1,2024,48,173,62,Postgraduate/ Master‚Äôs Degree (PG),2,None,TRUE,My Neighbor TOTORO,Hainan,7
485,S91,P2,S91P2,2024,50,152,59,Undergraduate Degree (UG),2,None,None,La Grande vadrouille,Sichuang,7
486,S91,P3,S91P3,2024,19,175,50,High School,2,None,TRUE,COCO,Hainan,6
487,S91,P4,S91P4,2024,19,170,70,High School,2300026,TRUE,TRUE,Enemy at the gates,Anhui,9
488,S91,P5,S91P5,2024,19,178,60,High School,3,TRUE,TRUE,Puss in Boots,Sichuang,8
489,S91,P6,S91P6,2024,20,176,75,High School,3,TRUE,TRUE,To Live,Guangdong,9
490,S91,P7,S91P7,2024,22,181,70,Some School,1,None,None,None,Henan,6
491,S91,P8,S91P8,2024,17,184,80,High School,2,TRUE,None,Robin Hood,Guizhou,5
492,S91,P9,S91P9,2024,43,167,90,Some School,1,None,None,"Hi, Mom",Guizhou,6
493,S91,P10,S91P10,2024,22,171,65,Undergraduate Degree (UG),3,FALSE,FALSE,YOLO,Zhejiang,6
494,S91,P11,S91P11,2024,19,180,55,High School,2,TRUE,TRUE,Gone with the Wind,Zhejiang,9
495,S91,P12,S91P12,2024,19,182,73,High School,2,FALSE,TRUE,Star Wars,Sichuang,6
496,S91,P13,S91P13,2024,19,182,60,High School,2,FALSE,FALSE,The Shawshank Redemption,Hainan,7
497,S91,P14,S91P14,2024,49,177,60,Doctorate degree (PhD),3,FALSE,TRUE,Pegasus,Beijing,6
498,S91,P15,S91P15,2024,43,165,55,Postgraduate/ Master‚Äôs Degree (PG),2,TRUE,FALSE,The Maatrix,Zhejiang,7
499,S91,P16,S91P16,2024,33,180,70,Undergraduate Degree (UG),4,FALSE,TRUE,Interstellar ,Anhui,8
500,S91,P17,S91P17,2024,28,168,58,High School,1,FALSE,TRUE,Forrest Gump,Sichuang,5
501,S91,P18,S91P18,2024,19,182,65,High School,3,TRUE,TRUE,None,Sichuang,9
502,S91,P19,S91P19,2024,19,182,64,High School,2,TRUE,TRUE,None,Hongkong,7
503,S91,P20,S91P20,2024,19,185,62,High School,2,None,FALSE,Man in black,Hunan,6
504,S92,P1,S92P1,2024,18,163,60,Undergraduate Degree (UG),2,FALSE,TRUE,Fireworks,Jiangxi,6
505,S92,P2,S92P2,2024,48,166,62,Postgraduate/ Master‚Äôs Degree (PG),2,FALSE,FALSE,The Lord of the Rings,Jiangxi,8
506,S92,P3,S92P3,2024,80,165,59,Undergraduate Degree (UG),2,None,None,Romance of the Three Kingdoms,Jiangxi,9
507,S92,P4,S92P4,2024,19,174,63,Undergraduate Degree (UG),2,TRUE,FALSE,Harry Potter,Shaanxi (陕西),6
508,S92,P5,S92P5,2024,52,180,71,Doctorate degree (PhD),2,FALSE,TRUE,Let the bullets fly,Shaanxi (陕西),8
509,S93,P1,S93P1,2024,18,157,49,Undergraduate Degree (UG),2,FALSE,TRUE,My Neighbour Totoro,Fujian,9
510,S93,P2,S93P2,2024,20,170,65,Undergraduate Degree (UG),1,FALSE,FALSE,Journey to the West/Universe Exploration Editorial Department,Fujian,8
511,S93,P3,S93P3,2024,19,163,53,Undergraduate Degree (UG),1,FALSE,TRUE,Titanic,Fujian,8
512,S93,P4,S93P4,2024,20,180,68,Undergraduate Degree (UG),1,FALSE,FALSE,Your Name.,Fujian,7
513,S93,P5,S93P5,2024,19,173,77,Undergraduate Degree (UG),2,FALSE,FALSE,Call Me by Your Name,Fujian,7
514,S94,P1,S94P1,2024,19,153,44,Undergraduate Degree (UG),4,FALSE,TRUE,Coco,Tianjin,5
515,S94,P2,S94P2,2024,19,182,69,Undergraduate Degree (UG),3,FALSE,FALSE,Let The Bullets Fly,Tianjin,9
516,S94,P3,S94P3,2024,18,169,58,Undergraduate Degree (UG),2,TRUE,TRUE,Scent of a Woman,Tianjin,7
517,S94,P4,S94P4,2024,19,184,68,Undergraduate Degree (UG),2,FALSE,TRUE,Good Will Hunting,Tianjin,8
518,S94,P5,S94P5,2024,19,179,73,Undergraduate Degree (UG),2,TRUE,TRUE,Pacific Rim,Tianjin,7
519,S95,P1,S95P1,2024,46,178,75,Undergraduate Degree (UG),2,FALSE,FALSE,Interstellar,Tianjin,7
520,S95,P2,S95P2,2024,47,160,49,Undergraduate Degree (UG),1,TRUE,TRUE,The Bourne Identity,Tianjin,7
521,S95,P3,S95P3,2024,19,182,55,Undergraduate Degree (UG),1,FALSE,FALSE,Forrest Cump,Tianjin,8
522,S95,P4,S95P4,2024,19,178,60,Undergraduate Degree (UG),1,FALSE,None,the Grand Budapest Hotel,Tianjin,5
523,S95,P5,S95P5,2024,19,158,48,Undergraduate Degree (UG),2,TRUE,None,Zootropolis,Beijing,8
524,S96,P1,S96P1,2024,19,165.1,49.2,Undergraduate Degree (UG),3,FALSE,FALSE,GATTACA,Fujian,7
525,S96,P2,S96P2,2024,18,159.9,50.2,Undergraduate Degree (UG),3,TRUE,TRUE,None,Jiangxi,9
526,S96,P3,S96P3,2024,19,163.2,49.6,Undergraduate Degree (UG),2,FALSE,FALSE,Hoel's Moving catsle,Guangdong,6
527,S96,P4,S96P4,2024,18,165.1,60.8,Undergraduate Degree (UG),2,FALSE,FALSE,None,Beijing,6
528,S96,P5,S96P5,2024,18,161.1,57.6,Undergraduate Degree (UG),2,FALSE,FALSE,FLIPPED,Guangdong,9
529,S97,P1,S97P1,2024,18,170,60,Undergraduate Degree (UG),2,FALSE,FALSE,none,Sichuang,8
530,S97,P2,S97P2,2024,18,173,60,Undergraduate Degree (UG),2,TRUE,TRUE,Xingjichuanyue ,Sichuang,9
531,S97,P3,S97P3,2024,18,178,72,Undergraduate Degree (UG),2,TRUE,TRUE,Yuansheng,Sichuang,10
532,S97,P4,S97P4,2024,18,172,63,Undergraduate Degree (UG),2,TRUE,TRUE,yuanzhikong,Sichuang,10
533,S97,P5,S97P5,2024,18,168,61,Undergraduate Degree (UG),2,FALSE,TRUE,shuangchenzhizhan ,Sichuang,9
534,S98,P1,S98P1,2024,19,173,64,Undergraduate Degree (UG),3,FALSE,FALSE,Your Name,Hunan,8
535,S98,P2,S98P2,2024,21,182,71,Undergraduate Degree (UG),3,TRUE,TRUE,Interstellar,Hubei,8
536,S98,P3,S98P3,2024,19,170,67,Undergraduate Degree (UG),2,FALSE,FALSE,The Avengers,Hainan,7
537,S98,P4,S98P4,2024,19,178,68,Undergraduate Degree (UG),3,FALSE,FALSE,Your Name,Shanghai,8
538,S98,P5,S98P5,2024,20,178,68,Undergraduate Degree (UG),3,TRUE,FALSE,Shape of voice,Beijing,8
539,S99,P1,S99P1,2024,28,175,72,Postgraduate/ Master‚Äôs Degree (PG),3,TRUE,FALSE,"""Inception""",Shanghai,7
540,S99,P2,S99P2,2024,35,165,56,Undergraduate Degree (UG),2,FALSE,TRUE,"""Crouching Tiger, Hidden Dragon""",Guangdong,9
541,S99,P3,S99P3,2024,22,182,81,High School,1,TRUE,TRUE,"""The Shawshank Redemption""",Sichuang,5
542,S99,P4,S99P4,2024,40,157,52,Doctorate degree (PhD),4,FALSE,FALSE," ""Forrest Gump""",Guangdong,8
543,S99,P5,S99P5,2024,30,170,68,Some School,2,TRUE,TRUE,"""The Lord of the Rings""",Jiangsu,10
544,S100,P1,S100P1,2024,29,175.26,68,Postgraduate/ Master‚Äôs Degree (PG),3,TRUE,FALSE,Inception,Chongqing,8
545,S100,P2,S100P2,2024,34,160.02,54,Undergraduate Degree (UG),2,FALSE,TRUE,The Matrix,Chongqing,7
546,S100,P3,S100P3,2024,22,182.88,85,Undergraduate Degree (UG),2,TRUE,TRUE,Avengers: Endgame,Chongqing,9
547,S100,P4,S100P4,2024,45,168.91,71,Undergraduate Degree (UG),2,FALSE,FALSE,Schindler‚Äôs List,Chongqing,6
548,S100,P5,S100P5,2024,27,154.94,50,Undergraduate Degree (UG),2,TRUE,TRUE,Pulp Fiction,Chongqing,7
549,S101,P1,S101P1,2024,18,170,65,Undergraduate Degree (UG),2,None,TRUE,none,None,8
550,S101,P2,S101P2,2024,19,180,91,Undergraduate Degree (UG),2,None,TRUE,?,Fujian,9
551,S101,P3,S101P3,2024,18,179,73,Undergraduate Degree (UG),2,TRUE,TRUE,?,Fujian,10
552,S101,P4,S101P4,2024,51,172,0,Postgraduate/ Master‚Äôs Degree (PG),2,None,None,?,Fujian,10
553,S101,P5,S101P5,2024,50,183,90,Postgraduate/ Master‚Äôs Degree (PG),2,None,None,?,Fujian,10
554,S102,P1,S102P1,2024,19,176,74,Undergraduate Degree (UG),2,TRUE,TRUE,Dying to Survive,Shaanxi (陕西),7
555,S102,P2,S102P2,2024,18,170,66,Undergraduate Degree (UG),3,TRUE,FALSE,Call Me by Your Name,Shanghai,9
556,S102,P3,S102P3,2024,48,169,64,Undergraduate Degree (UG),2,FALSE,FALSE,Zootopia,Shaanxi (陕西),5
557,S102,P4,S102P4,2024,22,183,75,Postgraduate/ Master‚Äôs Degree (PG),2,TRUE,FALSE,Transformers,Hunan,10
558,S102,P5,S102P5,2024,18,163,49,Undergraduate Degree (UG),2,TRUE,FALSE,Pride and Prejudice,Shaanxi (陕西),10
559,S103,P2,S103P2,2024,19,170,60,Undergraduate Degree (UG),3,TRUE,TRUE,Tenet,Hainan,10
560,S103,P3,S103P3,2024,18,165,60,High School,4,TRUE,TRUE,Onepiece,Hainan,10
561,S103,P4,S103P4,2024,19,172,55,Undergraduate Degree (UG),2,FALSE,FALSE,The End of the Fucking World,Hainan,1
562,S103,P5,S103P5,2024,18,182,72,Undergraduate Degree (UG),3,FALSE,FALSE,The Terminal,Guizhou,8
563,S103,P1,S103P1,2024,19,179,62,Undergraduate Degree (UG),2,TRUE,FALSE,The white storm,Hainan,10
564,S104,P1,S104P1,2024,22,173,60,Undergraduate Degree (UG),3,FALSE,FALSE,Titanic,Chongqing,6
565,S104,P2,S104P2,2024,15,177,53,High School,2,TRUE,TRUE,Harry Potter,Beijing,10
566,S104,P3,S104P3,2024,82,160,54,High School,1,FALSE,FALSE,A Chinese Ghost Story,Hunan,8
567,S104,P4,S104P4,2024,57,155,63,High School,1,FALSE,TRUE,Farewell My Concubine,Hunan,10
568,S104,P5,S104P5,2024,14,178,58,High School,2,TRUE,TRUE,Interstellar,Hainan,9
569,S105,P1,S105P1,2024,58,181.56,79.63,Doctorate degree (PhD),2,FALSE,TRUE,The Silence of the Lambs,Guangdong,6
570,S105,P2,S105P2,2024,48,171.34,65.76,Postgraduate/ Master‚Äôs Degree (PG),1,FALSE,FALSE,Titanic,Guangdong,8
571,S105,P3,S105P3,2024,19,170.89,63.74,Undergraduate Degree (UG),3,TRUE,TRUE,Flipped,Guangdong,5
572,S105,P4,S105P4,2024,17,165.38,49.43,High School,2,TRUE,FALSE,La La Land,Guangdong,3
573,S105,P5,S105P5,2024,23,176.71,59.62,Undergraduate Degree (UG),2,FALSE,FALSE,Life is Beautiful,Shanghai,9
574,S105,P6,S105P6,2024,32,173.38,65.29,Postgraduate/ Master‚Äôs Degree (PG),3,TRUE,FALSE,The Pianist,Zhejiang,4
575,S106,P1,S106P1,2024,51,173,70,Undergraduate Degree (UG),1,FALSE,TRUE,the silence of the lambs,Shanxi ( 山西 ),8
576,S106,P2,S106P2,2024,50,164,50,Undergraduate Degree (UG),1,FALSE,TRUE,Frozen,Tianjin,8
577,S106,P3,S106P3,2024,29,168,60,Undergraduate Degree (UG),2,FALSE,FALSE,Out of Africa,Tianjin,8
578,S106,P4,S106P4,2024,19,178,65,High School,3,FALSE,TRUE,the silence of the lambs,Jiangsu,8
579,S106,P5,S106P5,2024,19,176,60,High School,2,FALSE,TRUE,pianist,Tianjin,8
580,S107,P1,S107P1,2024,52,158,55,High School,1,FALSE,FALSE,Shawshank Redemption,Zhejiang,9
581,S107,P2,S107P2,2024,29,162,49,Postgraduate/ Master‚Äôs Degree (PG),2,TRUE,FALSE,Titanic,Shanghai,9
582,S107,P3,S107P3,2024,19,182,85,Undergraduate Degree (UG),2,TRUE,TRUE,Titanic,Zhejiang,8
583,S107,P4,S107P4,2024,56,175,70,High School,2,FALSE,FALSE,Hot and Spicy,Zhejiang,9
584,S107,P5,S107P5,2024,19,175,70,Undergraduate Degree (UG),3,FALSE,FALSE,dune,Zhejiang,7
585,S107,P6,S107P6,2024,20,172,70,Undergraduate Degree (UG),2,FALSE,TRUE,Stealth,Zhejiang,9
586,S107,P7,S107P7,2024,19,175,55,Undergraduate Degree (UG),2,FALSE,FALSE,Golden figer,Zhejiang,8
587,S107,P8,S107P8,2024,19,170,70,Undergraduate Degree (UG),2,FALSE,TRUE,dune 2,Zhejiang,9
588,S107,P9,S107P9,2024,20,183,65,Undergraduate Degree (UG),2,TRUE,TRUE,dune 2,Heilongjiang,9
589,S107,P10,S107P10,2024,19,182,76,Undergraduate Degree (UG),2,TRUE,TRUE,dune 2,Zhejiang,8
590,S107,P11,S107P11,2024,20,179,68,Undergraduate Degree (UG),2,TRUE,TRUE,Shawshank Redemption,Zhejiang,9
591,S107,P12,S107P12,2024,19,184,69,Undergraduate Degree (UG),2,TRUE,FALSE,dune2,Zhejiang,9
592,S107,P13,S107P13,2024,19,185,70,Undergraduate Degree (UG),2,TRUE,TRUE,dune 2,Zhejiang,9
593,S107,P14,S107P14,2024,19,178,65,Undergraduate Degree (UG),2,FALSE,TRUE,Hot and Spicy,Zhejiang,9
594,S107,P15,S107P15,2024,19,183,65,Undergraduate Degree (UG),2,FALSE,TRUE,dune2,Guangdong,8
595,S107,P16,S107P16,2024,19,183,70,Undergraduate Degree (UG),2,TRUE,TRUE,dune2,Zhejiang,7
596,S107,P17,S107P17,2024,19,182,65,Undergraduate Degree (UG),2,FALSE,TRUE,hot and spicy,Zhejiang,8
597,S107,P18,S107P18,2024,20,162,48,Undergraduate Degree (UG),2,TRUE,TRUE,dune2 ,Zhejiang,9
598,S107,P19,S107P19,2024,19,164,50,Undergraduate Degree (UG),2,FALSE,TRUE,hot and spicy,Zhejiang,9
599,S107,P20,S107P20,2024,20,185,72,Undergraduate Degree (UG),2,FALSE,TRUE,taitanic,Zhejiang,8
600,S108,P1,S108P1,2024,16,162,58,High School,2,None,FALSE,Crayon Shin-chan,Henan,8
601,S108,P2,S108P2,2024,13,150,48,Some School,2,FALSE,None,My Little Pony,Henan,9
602,S108,P3,S108P3,2024,45,169,75,High School,1,None,None,Fast and Furious,Henan,8
603,S108,P4,S108P4,2024,45,161,68,Some School,1,TRUE,None,Mission:Impossible,Henan,9
604,S108,P5,S108P5,2024,39,175,78,Undergraduate Degree (UG),2,FALSE,FALSE,A Chinese Odyssey,Henan,9
605,S109,P1,S109P1,2024,22,182,67,High School,1,TRUE,FALSE,The Professional,Shandong,6
606,S109,P2,S109P2,2024,20,174,58,High School,2,TRUE,TRUE,„Å®„Å™„Çä„ÅÆ„Éà„Éà„É≠,Sichuang,4
607,S109,P3,S109P3,2024,30,188,70,Postgraduate/ Master‚Äôs Degree (PG),2,FALSE,FALSE,Èú∏ÁéãÂà´Âß¨,Shandong,7
608,S109,P4,S109P4,2024,19,171,46,Undergraduate Degree (UG),2,TRUE,TRUE,Zootopia,Shanghai,6
609,S109,P5,S109P5,2024,19,162,45,Undergraduate Degree (UG),2,TRUE,TRUE,ÂçÉ„Å®ÂçÉÂ∞ã„ÅÆÁ•ûÈö†„Åó,Shanghai,6
610,S109,P6,S109P6,2024,19,163,55,Undergraduate Degree (UG),3,TRUE,FALSE,Harry Potter,Shanghai,8
611,S109,P7,S109P7,2024,19,168,60,Undergraduate Degree (UG),2,FALSE,FALSE,Flipped,Shanghai,7
612,S109,P8,S109P8,2024,19,181,77,Undergraduate Degree (UG),3,FALSE,FALSE,Inception,Shanghai,4
613,S109,P9,S109P9,2024,20,185,78,Undergraduate Degree (UG),2,FALSE,FALSE,Oppenheimer,Shanghai,4
614,S110,P1,S110P1,2024,45,167,67.2,High School,2,FALSE,TRUE,Let the bulletsfly,Guangxi,7
615,S110,P2,S110P2,2024,14,165,46,High School,2,TRUE,TRUE,Titanic,Guangxi,7
616,S110,P3,S110P3,2024,21,182,73,Undergraduate Degree (UG),2,FALSE,FALSE,Weather Child,Guangxi,5
617,S110,P4,S110P4,2024,45,169,64,Some School,2,TRUE,TRUE,Havoc in the Heavenly Palace,Guangxi,3
618,S110,P5,S110P5,2024,48,173,62,Some School,2,FALSE,TRUE,Macau,Guangxi,8
619,S110,P6,S110P6,2024,54,158,47,Some School,1,TRUE,FALSE,Gambling Saint,Guangxi,3
620,S111,P1,S111P1,2024,20,178,56,Undergraduate Degree (UG),3,None,TRUE,My Neighbor Totoro,Hainan,7
621,S111,P2,S111P2,2024,19,181,64,Undergraduate Degree (UG),3,TRUE,TRUE,Bouquet of love,Sichuang,10
622,S111,P3,S111P3,2024,49,167,58,High School,2,TRUE,FALSE,Coco,Fujian,7
623,S111,P4,S111P4,2024,47,171,72,High School,1,FALSE,TRUE,The Dark Knight,Fujian,6
624,S111,P5,S111P5,2024,19,160,58,Undergraduate Degree (UG),3,TRUE,None,Dead Poets Society,Hubei,7
625,S112,P1,S112P1,2024,47,150,51,Some School,1,FALSE,FALSE,My Memories of Old Beijing,Hubei,4
626,S112,P2,S112P2,2024,18,172,60,High School,2,FALSE,FALSE,Interstellar,Hubei,8
627,S112,P3,S112P3,2024,18,166.6,53,High School,3,TRUE,FALSE,Dune,Hainan,6
628,S112,P4,S112P4,2024,30,158,60.5,Postgraduate/ Master‚Äôs Degree (PG),3,FALSE,FALSE,My Brilliant Friend,Hubei,1
629,S112,P5,S112P5,2024,18,168,59,Undergraduate Degree (UG),3,TRUE,TRUE,Anatomy of a Fall,Beijing,8
630,S113,P1,S113P1,2024,18,177,65,High School,2,FALSE,FALSE,Harry Potter,Liaoning,7
631,S113,P2,S113P2,2024,18,177,65,High School,2,FALSE,FALSE,Harry Potter,Liaoning,7
632,S113,P3,S113P3,2024,18,182,75,High School,2,FALSE,TRUE,Rome Holiday,Beijing,6
633,S113,P4,S113P4,2024,45,167,74,Undergraduate Degree (UG),2,FALSE,FALSE,The Godfather,Tianjin,5
634,S113,P5,S113P5,2024,45,167,74,Undergraduate Degree (UG),2,FALSE,FALSE,The Godfather,Tianjin,5
635,S113,P6,S113P6,2024,19,174,67,High School,2,FALSE,FALSE,Intersteller,Chongqing,8
636,S113,P7,S113P7,2024,20,184,78,Undergraduate Degree (UG),2,FALSE,FALSE,Zootopia,Shanghai,9
637,S114,P1,S114P1,2024,18,183,65,Undergraduate Degree (UG),2,FALSE,FALSE,„Ääbutterfly effect„Äã,Liaoning,10
638,S114,P2,S114P2,2024,18,183,65,Undergraduate Degree (UG),2,FALSE,FALSE,„Ääbutterfly effect„Äã,Liaoning,10
639,S115,P3,S115P3,2024,49,168.07,57.8,High School,1,FALSE,TRUE,High School Musical,Liaoning,7
640,S115,P4,S115P4,2024,54,178.82,70.6,Undergraduate Degree (UG),2,TRUE,TRUE,The Legend of 1900,Liaoning,9
641,S115,P5,S115P5,2024,72,162.72,80.75,Some School,1,FALSE,FALSE,The Shawshank Redemption,Liaoning,9
642,S115,P6,S115P6,2024,81,173.87,75.32,No School,1,FALSE,FALSE,Forrest Gump,Liaoning,4
643,S115,P7,S115P7,2024,19,175.34,85.43,Undergraduate Degree (UG),2,TRUE,FALSE,The Godfather,Beijing,8
644,S115,P8,S115P8,2024,16,163.85,48.23,High School,3,TRUE,FALSE,Schindler's List,Liaoning,6
645,S116,P1,S116P1,2024,22,177,68,Postgraduate/ Master‚Äôs Degree (PG),2,FALSE,TRUE,Forrest Gump,Guangdong,8
646,S116,P2,S116P2,2024,43,174,70,Postgraduate/ Master‚Äôs Degree (PG),2,FALSE,TRUE,Inception,Sichuang,9
647,S116,P3,S116P3,2024,18,180,74,Undergraduate Degree (UG),2,TRUE,TRUE,Forrest Gump,Beijing,6
648,S116,P4,S116P4,2024,28,170,60,Doctorate degree (PhD),3,None,None,A Beautiful Mind,Zhejiang,9
649,S116,P5,S116P5,2024,18,165,46,Undergraduate Degree (UG),3,TRUE,TRUE,Charlie and the Chocolate Factory,Shanghai,9
650,S117,P1,S117P1,2024,19,175,72,Undergraduate Degree (UG),3,FALSE,TRUE,The Shawshank Redemption,Beijing,7
651,S117,P2,S117P2,2024,34,162,53,Postgraduate/ Master‚Äôs Degree (PG),3,TRUE,FALSE,Titanic,Shanghai,6
652,S117,P3,S117P3,2024,26,181,85,Undergraduate Degree (UG),1,TRUE,TRUE,The Godfather,Chongqing,9
653,S117,P4,S117P4,2024,22,159,47,Undergraduate Degree (UG),2,FALSE,FALSE,Star Wars,Zhejiang,8
654,S117,P5,S117P5,2024,38,176,63,Undergraduate Degree (UG),2,TRUE,TRUE,Forrest Gump,Jiangsu,10
655,S118,P1,S118P1,2024,19,184.3,70,Undergraduate Degree (UG),2,FALSE,FALSE,'Transformers',Tianjin,10
656,S118,P2,S118P2,2024,20,174.1,57.2,Undergraduate Degree (UG),2,FALSE,TRUE,'Harry Potter',Hubei,9
657,S118,P3,S118P3,2024,19,173,58,Undergraduate Degree (UG),3,TRUE,FALSE,'Howl's Moving Castle',Fujian,5
658,S118,P4,S118P4,2024,19,174.8,55.5,Undergraduate Degree (UG),2,TRUE,FALSE,'Ready Player One',Fujian,8
659,S118,P5,S118P5,2024,19,155.4,49,Undergraduate Degree (UG),2,None,None,‚Äôthe BAD GUYS‚Äò,Sichuang,4
660,S118,P6,S118P6,2024,19,166.2,53.1,Undergraduate Degree (UG),2,FALSE,FALSE,'Mulan movies',Fujian,10
661,S118,P7,S118P7,2024,19,173,58,Undergraduate Degree (UG),3,FALSE,FALSE,'Cinema  Paradiso',Hainan,7
662,S118,P8,S118P8,2024,18,167.5,58,Undergraduate Degree (UG),2,TRUE,FALSE,'Interstellar',Guangdong,7
663,S118,P9,S118P9,2024,19,178,71.1,Undergraduate Degree (UG),2,TRUE,FALSE,'Iron Man',None,9
664,S118,P10,S118P10,2024,19,165.5,47.8,Undergraduate Degree (UG),2,TRUE,FALSE,'love letter',Hunan,9
665,S118,P11,S118P11,2024,18,172.9,60.1,Undergraduate Degree (UG),3,FALSE,FALSE,'The sound of music',Fujian,10
666,S118,P12,S118P12,2024,19,167.2,53.4,Undergraduate Degree (UG),4,TRUE,FALSE,'lust caution',Jiangxi,9
667,S118,P13,S118P13,2024,20,173,60,High School,2,FALSE,FALSE,'Pride and Prejudice',Anhui,10
668,S118,P14,S118P14,2024,27,183,74,Postgraduate/ Master‚Äôs Degree (PG),2,None,None,Jurassic World,Fujian,4
